fecha,ciudad,anio,mes,dia_semana_num,dia_semana,fin_de_semana,payday_flag,rebajas_flag,black_friday_flag,navidad_flag,semana_santa_flag,vacaciones_escolares_flag,festivo_local_flag,temperatura_media_c,lluvia_indice,turismo_indice,incidencia_ecommerce_flag
2020-01-05,Murcia,2020,1,6,Domingo,1,1,0,0,0,0,0,0,12.4,75.5,24.3,0
2020-01-05,Palma,2020,1,6,Domingo,1,1,0,0,0,0,0,0,6.0,56.6,53.2,0
2020-01-05,A Coruna,2020,1,6,Domingo,1,1,0,0,0,0,0,0,5.2,69.4,0.0,0
2020-01-06,Madrid,2020,1,0,Lunes,0,0,0,0,0,0,0,0,5.6,54.4,48.9,0
2020-01-06,Barcelona,2020,1,0,Lunes,0,0,0,0,0,0,0,0,6.7,67.3,47.2,0
2020-01-06,Valencia,2020,1,0,Lunes,0,0,0,0,0,0,0,0,13.7,38.1,27.0,0
2020-01-06,Sevilla,2020,1,0,Lunes,0,0,0,0,0,0,0,0,11.8,67.3,13.0,0
2020-01-06,Malaga,2020,1,0,Lunes,0,0,0,0,0,0,0,0,12.9,54.2,47.9,0
2020-01-06,Zaragoza,2020,1,0,Lunes,0,0,0,0,0,0,0,0,7.5,58.7,0.0,0
2020-01-06,Bilbao,2020,1,0,Lunes,0,0,0,0,0,0,0,0,7.3,83.3,11.5,0
2020-01-06,Murcia,2020,1,0,Lunes,0,0,0,0,0,0,0,0,10.5,51.3,12.9,0
2020-01-06,Palma,2020,1,0,Lunes,0,0,0,0,0,0,0,0,7.5,70.6,65.7,0
2020-01-06,A Coruna,2020,1,0,Lunes,0,0,0,0,0,0,0,0,10.9,99.9,25.8,0
2020-01-07,Madrid,2020,1,1,Martes,0,0,1,0,0,0,0,0,0.9,53.9,25.3,0
2020-01-07,Barcelona,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.8,54.7,46.9,0
2020-01-07,Valencia,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.1,53.3,47.5,0
2020-01-07,Sevilla,2020,1,1,Martes,0,0,1,0,0,0,0,0,10.5,50.7,38.0,0
2020-01-07,Malaga,2020,1,1,Martes,0,0,1,0,0,0,0,0,19.1,79.0,50.8,0
2020-01-07,Zaragoza,2020,1,1,Martes,0,0,1,0,0,0,0,0,3.6,46.6,18.5,0
2020-01-07,Bilbao,2020,1,1,Martes,0,0,1,0,0,0,0,0,12.7,62.1,27.8,0
2020-01-07,Murcia,2020,1,1,Martes,0,0,1,0,0,0,0,0,13.0,67.1,20.2,0
2020-01-07,Palma,2020,1,1,Martes,0,0,1,0,0,0,0,0,12.3,70.5,62.6,0
2020-01-07,A Coruna,2020,1,1,Martes,0,0,1,0,0,0,0,0,10.3,85.2,32.1,0
2020-01-08,Madrid,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,6.6,37.2,24.7,0
2020-01-08,Barcelona,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,10.0,33.7,22.0,0
2020-01-08,Valencia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,12.2,59.0,38.3,0
2020-01-08,Sevilla,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,14.8,45.4,23.6,0
2020-01-08,Malaga,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,16.2,52.2,65.8,0
2020-01-08,Zaragoza,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,6.1,51.5,36.7,0
2020-01-08,Bilbao,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,9.2,91.5,34.7,0
2020-01-08,Murcia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,14.1,62.6,27.0,0
2020-01-08,Palma,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,4.6,40.7,46.8,0
2020-01-08,A Coruna,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,2.7,78.3,19.3,0
2020-01-09,Madrid,2020,1,3,Jueves,0,0,1,0,0,0,0,0,5.2,62.5,33.8,0
2020-01-09,Barcelona,2020,1,3,Jueves,0,0,1,0,0,0,0,0,12.7,49.9,61.5,0
2020-01-09,Valencia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,14.0,52.6,31.8,0
2020-01-09,Sevilla,2020,1,3,Jueves,0,0,1,0,0,0,0,0,9.5,33.7,27.3,0
2020-01-09,Malaga,2020,1,3,Jueves,0,0,1,0,0,0,0,0,12.7,49.7,52.2,0
2020-01-09,Zaragoza,2020,1,3,Jueves,0,0,1,0,0,0,0,0,4.3,32.0,30.3,0
2020-01-09,Bilbao,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.8,85.7,16.1,0
2020-01-09,Murcia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,11.1,34.1,24.5,0
2020-01-09,Palma,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.7,34.2,30.9,0
2020-01-09,A Coruna,2020,1,3,Jueves,0,0,1,0,0,0,0,0,5.6,74.7,43.3,0
2020-01-10,Madrid,2020,1,4,Viernes,0,0,1,0,0,0,0,0,1.4,29.2,23.8,0
2020-01-10,Barcelona,2020,1,4,Viernes,0,0,1,0,0,0,0,0,14.8,56.3,27.8,0
2020-01-10,Valencia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,12.9,47.7,34.6,0
2020-01-10,Sevilla,2020,1,4,Viernes,0,0,1,0,0,0,0,0,12.6,42.1,23.5,0
2020-01-10,Malaga,2020,1,4,Viernes,0,0,1,0,0,0,0,0,14.6,62.6,42.4,0
2020-01-10,Zaragoza,2020,1,4,Viernes,0,0,1,0,0,0,0,0,6.2,47.6,5.9,0
2020-01-10,Bilbao,2020,1,4,Viernes,0,0,1,0,0,0,0,0,10.7,56.8,44.5,0
2020-01-10,Murcia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,10.8,51.6,16.1,0
2020-01-10,Palma,2020,1,4,Viernes,0,0,1,0,0,0,0,0,14.4,42.1,45.9,0
2020-01-10,A Coruna,2020,1,4,Viernes,0,0,1,0,0,0,0,0,6.6,66.3,5.6,0
2020-01-11,Madrid,2020,1,5,Sabado,1,0,1,0,0,0,0,0,7.2,57.4,14.1,0
2020-01-11,Barcelona,2020,1,5,Sabado,1,0,1,0,0,0,0,0,13.4,59.2,29.2,0
2020-01-11,Valencia,2020,1,5,Sabado,1,0,1,0,0,0,0,0,8.9,59.5,22.8,0
2020-01-11,Sevilla,2020,1,5,Sabado,1,0,1,0,0,0,0,0,8.6,55.5,14.2,0
2020-01-11,Malaga,2020,1,5,Sabado,1,0,1,0,0,0,0,0,14.4,68.6,52.7,0
2020-01-11,Zaragoza,2020,1,5,Sabado,1,0,1,0,0,0,0,0,4.0,65.2,8.7,0
2020-01-11,Bilbao,2020,1,5,Sabado,1,0,1,0,0,0,0,0,14.0,92.4,22.3,0
2020-01-11,Murcia,2020,1,5,Sabado,1,0,1,0,0,0,0,0,9.7,54.7,2.1,0
2020-01-11,Palma,2020,1,5,Sabado,1,0,1,0,0,0,0,0,10.2,40.1,74.7,0
2020-01-11,A Coruna,2020,1,5,Sabado,1,0,1,0,0,0,0,0,10.0,84.9,29.7,0
2020-01-12,Madrid,2020,1,6,Domingo,1,0,1,0,0,0,0,0,5.0,58.6,19.3,0
2020-01-12,Barcelona,2020,1,6,Domingo,1,0,1,0,0,0,0,0,11.6,78.4,41.2,0
2020-01-12,Valencia,2020,1,6,Domingo,1,0,1,0,0,0,0,0,12.7,48.3,20.2,0
2020-01-12,Sevilla,2020,1,6,Domingo,1,0,1,0,0,0,0,0,13.2,77.0,4.2,0
2020-01-12,Malaga,2020,1,6,Domingo,1,0,1,0,0,0,0,0,12.6,77.2,60.0,0
2020-01-12,Zaragoza,2020,1,6,Domingo,1,0,1,0,0,0,0,0,5.1,54.4,10.2,0
2020-01-12,Bilbao,2020,1,6,Domingo,1,0,1,0,0,0,0,0,7.3,80.4,21.4,0
2020-01-12,Murcia,2020,1,6,Domingo,1,0,1,0,0,0,0,0,10.1,57.5,43.2,0
2020-01-12,Palma,2020,1,6,Domingo,1,0,1,0,0,0,0,0,14.1,64.1,74.2,0
2020-01-12,A Coruna,2020,1,6,Domingo,1,0,1,0,0,0,0,0,13.1,84.7,0.0,0
2020-01-13,Madrid,2020,1,0,Lunes,0,0,1,0,0,0,0,0,7.3,27.4,19.6,0
2020-01-13,Barcelona,2020,1,0,Lunes,0,0,1,0,0,0,0,0,7.0,55.1,38.9,0
2020-01-13,Valencia,2020,1,0,Lunes,0,0,1,0,0,0,0,0,14.6,30.7,41.5,0
2020-01-13,Sevilla,2020,1,0,Lunes,0,0,1,0,0,0,0,0,7.6,37.1,35.0,0
2020-01-13,Malaga,2020,1,0,Lunes,0,0,1,0,0,0,0,0,11.9,57.2,53.2,0
2020-01-13,Zaragoza,2020,1,0,Lunes,0,0,1,0,0,0,0,0,1.8,48.7,20.3,0
2020-01-13,Bilbao,2020,1,0,Lunes,0,0,1,0,0,0,0,0,9.3,86.1,12.9,0
2020-01-13,Murcia,2020,1,0,Lunes,0,0,1,0,0,0,0,0,8.6,59.0,23.0,0
2020-01-13,Palma,2020,1,0,Lunes,0,0,1,0,0,0,0,0,9.6,62.6,23.4,0
2020-01-13,A Coruna,2020,1,0,Lunes,0,0,1,0,0,0,0,0,13.6,72.0,18.6,0
2020-01-14,Madrid,2020,1,1,Martes,0,0,1,0,0,0,0,0,3.7,51.4,33.6,0
2020-01-14,Barcelona,2020,1,1,Martes,0,0,1,0,0,0,0,0,13.0,57.7,21.4,0
2020-01-14,Valencia,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.1,61.9,37.0,0
2020-01-14,Sevilla,2020,1,1,Martes,0,0,1,0,0,0,0,0,13.1,68.6,47.7,0
2020-01-14,Malaga,2020,1,1,Martes,0,0,1,0,0,0,0,0,13.8,46.9,44.6,0
2020-01-14,Zaragoza,2020,1,1,Martes,0,0,1,0,0,0,0,0,4.6,63.9,0.0,0
2020-01-14,Bilbao,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.9,70.3,9.4,0
2020-01-14,Murcia,2020,1,1,Martes,0,0,1,0,0,0,0,0,10.5,49.0,15.7,0
2020-01-14,Palma,2020,1,1,Martes,0,0,1,0,0,0,0,0,12.4,60.7,26.2,0
2020-01-14,A Coruna,2020,1,1,Martes,0,0,1,0,0,0,0,0,6.5,72.0,22.7,0
2020-01-15,Madrid,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,1.9,49.9,29.1,0
2020-01-15,Barcelona,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,3.3,83.5,46.8,0
2020-01-15,Valencia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.1,67.8,52.7,0
2020-01-15,Sevilla,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,8.4,43.4,49.4,0
2020-01-15,Malaga,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.2,62.1,37.6,0
2020-01-15,Zaragoza,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,3.2,50.3,9.1,0
2020-01-15,Bilbao,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,7.5,87.3,18.7,0
2020-01-15,Murcia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.1,61.4,11.4,0
2020-01-15,Palma,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,13.0,31.4,72.7,0
2020-01-15,A Coruna,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,8.7,80.6,17.3,0
2020-01-16,Madrid,2020,1,3,Jueves,0,0,1,0,0,0,0,0,6.7,42.3,40.1,0
2020-01-16,Barcelona,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.1,74.3,0.0,0
2020-01-16,Valencia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,8.2,58.2,24.0,0
2020-01-16,Sevilla,2020,1,3,Jueves,0,0,1,0,0,0,0,0,13.1,66.1,30.9,0
2020-01-16,Malaga,2020,1,3,Jueves,0,0,1,0,0,0,0,0,15.6,29.2,18.7,0
2020-01-16,Zaragoza,2020,1,3,Jueves,0,0,1,0,0,0,0,0,5.2,52.9,17.7,0
2020-01-16,Bilbao,2020,1,3,Jueves,0,0,1,0,0,0,0,0,16.6,88.4,39.3,0
2020-01-16,Murcia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.1,58.0,34.0,0
2020-01-16,Palma,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.1,58.9,46.3,0
2020-01-16,A Coruna,2020,1,3,Jueves,0,0,1,0,0,0,0,0,12.1,91.7,33.9,0
2020-01-17,Madrid,2020,1,4,Viernes,0,0,1,0,0,0,0,0,5.9,45.0,32.7,0
2020-01-17,Barcelona,2020,1,4,Viernes,0,0,1,0,0,0,0,0,9.4,39.3,40.6,0
2020-01-17,Valencia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,5.8,56.4,41.9,0
2020-01-17,Sevilla,2020,1,4,Viernes,0,0,1,0,0,0,0,0,8.9,63.5,30.6,0
2020-01-17,Malaga,2020,1,4,Viernes,0,0,1,0,0,0,0,0,14.8,64.0,35.6,0
2020-01-17,Zaragoza,2020,1,4,Viernes,0,0,1,0,0,0,0,0,3.2,59.7,0.0,0
2020-01-17,Bilbao,2020,1,4,Viernes,0,0,1,0,0,0,0,0,6.0,112.2,10.1,0
2020-01-17,Murcia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,11.3,55.4,7.4,0
2020-01-17,Palma,2020,1,4,Viernes,0,0,1,0,0,0,0,0,12.1,54.9,45.4,0
2020-01-17,A Coruna,2020,1,4,Viernes,0,0,1,0,0,0,0,0,10.3,68.7,0.0,0
2020-01-18,Madrid,2020,1,5,Sabado,1,0,1,0,0,0,0,0,5.6,35.0,21.5,0
2020-01-18,Barcelona,2020,1,5,Sabado,1,0,1,0,0,0,0,0,15.0,54.8,77.1,0
2020-01-18,Valencia,2020,1,5,Sabado,1,0,1,0,0,0,0,0,10.0,41.7,57.3,0
2020-01-18,Sevilla,2020,1,5,Sabado,1,0,1,0,0,0,0,0,14.4,43.3,22.0,0
2020-01-18,Malaga,2020,1,5,Sabado,1,0,1,0,0,0,0,0,17.2,64.4,35.4,0
2020-01-18,Zaragoza,2020,1,5,Sabado,1,0,1,0,0,0,0,0,8.1,46.0,17.1,0
2020-01-18,Bilbao,2020,1,5,Sabado,1,0,1,0,0,0,0,0,10.4,60.2,9.8,0
2020-01-18,Murcia,2020,1,5,Sabado,1,0,1,0,0,0,0,0,15.6,47.1,32.2,0
2020-01-18,Palma,2020,1,5,Sabado,1,0,1,0,0,0,0,0,16.3,31.9,59.2,0
2020-01-18,A Coruna,2020,1,5,Sabado,1,0,1,0,0,0,0,0,7.6,93.9,33.3,0
2020-01-19,Madrid,2020,1,6,Domingo,1,0,1,0,0,0,0,0,5.1,41.9,19.9,0
2020-01-19,Barcelona,2020,1,6,Domingo,1,0,1,0,0,0,0,0,11.5,44.6,22.0,0
2020-01-19,Valencia,2020,1,6,Domingo,1,0,1,0,0,0,0,0,12.1,32.4,38.0,0
2020-01-19,Sevilla,2020,1,6,Domingo,1,0,1,0,0,0,0,0,8.2,81.4,24.2,0
2020-01-19,Malaga,2020,1,6,Domingo,1,0,1,0,0,0,0,0,11.6,46.1,66.8,0
2020-01-19,Zaragoza,2020,1,6,Domingo,1,0,1,0,0,0,0,0,5.5,27.0,10.0,0
2020-01-19,Bilbao,2020,1,6,Domingo,1,0,1,0,0,0,0,0,6.3,71.0,23.3,0
2020-01-19,Murcia,2020,1,6,Domingo,1,0,1,0,0,0,0,0,8.6,52.6,27.8,0
2020-01-19,Palma,2020,1,6,Domingo,1,0,1,0,0,0,0,0,8.5,69.3,41.8,0
2020-01-19,A Coruna,2020,1,6,Domingo,1,0,1,0,0,0,0,0,11.1,85.0,0.0,0
2020-01-20,Madrid,2020,1,0,Lunes,0,0,1,0,0,0,0,0,4.1,62.6,38.5,0
2020-01-20,Barcelona,2020,1,0,Lunes,0,0,1,0,0,0,0,0,8.5,67.8,32.6,0
2020-01-20,Valencia,2020,1,0,Lunes,0,0,1,0,0,0,0,0,9.3,55.4,40.9,0
2020-01-20,Sevilla,2020,1,0,Lunes,0,0,1,0,0,0,0,0,11.4,65.7,36.5,0
2020-01-20,Malaga,2020,1,0,Lunes,0,0,1,0,0,0,0,0,9.2,44.8,9.6,0
2020-01-20,Zaragoza,2020,1,0,Lunes,0,0,1,0,0,0,0,0,4.2,42.5,3.3,0
2020-01-20,Bilbao,2020,1,0,Lunes,0,0,1,0,0,0,0,0,8.8,107.1,24.1,0
2020-01-20,Murcia,2020,1,0,Lunes,0,0,1,0,0,0,0,0,12.4,53.7,14.6,0
2020-01-20,Palma,2020,1,0,Lunes,0,0,1,0,0,0,0,0,9.3,41.8,44.4,0
2020-01-20,A Coruna,2020,1,0,Lunes,0,0,1,0,0,0,0,0,8.9,65.7,14.6,0
2020-01-21,Madrid,2020,1,1,Martes,0,0,1,0,0,0,0,0,9.9,59.3,38.2,0
2020-01-21,Barcelona,2020,1,1,Martes,0,0,1,0,0,0,0,0,10.7,52.4,11.1,0
2020-01-21,Valencia,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.6,62.6,28.0,0
2020-01-21,Sevilla,2020,1,1,Martes,0,0,1,0,0,0,0,0,14.1,51.5,6.2,0
2020-01-21,Malaga,2020,1,1,Martes,0,0,1,0,0,0,0,0,13.8,82.1,53.9,0
2020-01-21,Zaragoza,2020,1,1,Martes,0,0,1,0,0,0,0,0,4.4,47.6,3.0,0
2020-01-21,Bilbao,2020,1,1,Martes,0,0,1,0,0,0,0,0,8.3,77.9,31.2,0
2020-01-21,Murcia,2020,1,1,Martes,0,0,1,0,0,0,0,0,12.5,46.9,18.5,0
2020-01-21,Palma,2020,1,1,Martes,0,0,1,0,0,0,0,0,11.7,56.6,65.2,0
2020-01-21,A Coruna,2020,1,1,Martes,0,0,1,0,0,0,0,0,11.6,88.1,16.4,0
2020-01-22,Madrid,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,9.7,55.5,16.3,0
2020-01-22,Barcelona,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,9.5,52.7,41.0,0
2020-01-22,Valencia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,3.0,44.4,25.3,0
2020-01-22,Sevilla,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.9,55.7,40.5,0
2020-01-22,Malaga,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,14.5,50.1,39.1,0
2020-01-22,Zaragoza,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,3.3,45.0,0.0,0
2020-01-22,Bilbao,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,8.8,74.2,20.9,0
2020-01-22,Murcia,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.4,69.9,40.3,0
2020-01-22,Palma,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,11.5,70.8,62.6,0
2020-01-22,A Coruna,2020,1,2,Miercoles,0,0,1,0,0,0,0,0,8.3,70.1,18.4,0
2020-01-23,Madrid,2020,1,3,Jueves,0,0,1,0,0,0,0,0,8.7,39.2,26.2,0
2020-01-23,Barcelona,2020,1,3,Jueves,0,0,1,0,0,0,0,0,7.8,61.1,42.0,0
2020-01-23,Valencia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.8,34.8,42.3,1
2020-01-23,Sevilla,2020,1,3,Jueves,0,0,1,0,0,0,0,0,13.2,54.2,38.2,0
2020-01-23,Malaga,2020,1,3,Jueves,0,0,1,0,0,0,0,0,13.5,55.3,40.4,0
2020-01-23,Zaragoza,2020,1,3,Jueves,0,0,1,0,0,0,0,0,4.5,46.8,9.2,0
2020-01-23,Bilbao,2020,1,3,Jueves,0,0,1,0,0,0,0,0,9.6,84.7,0.0,0
2020-01-23,Murcia,2020,1,3,Jueves,0,0,1,0,0,0,0,0,10.8,46.1,30.0,0
2020-01-23,Palma,2020,1,3,Jueves,0,0,1,0,0,0,0,0,6.2,50.1,23.5,0
2020-01-23,A Coruna,2020,1,3,Jueves,0,0,1,0,0,0,0,0,6.0,69.3,34.5,0
2020-01-24,Madrid,2020,1,4,Viernes,0,0,1,0,0,0,0,0,9.0,70.0,25.1,0
2020-01-24,Barcelona,2020,1,4,Viernes,0,0,1,0,0,0,0,0,12.3,76.3,43.6,0
2020-01-24,Valencia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,11.8,75.3,25.3,0
2020-01-24,Sevilla,2020,1,4,Viernes,0,0,1,0,0,0,0,0,13.9,39.6,39.4,0
2020-01-24,Malaga,2020,1,4,Viernes,0,0,1,0,0,0,0,0,11.7,54.9,41.7,0
2020-01-24,Zaragoza,2020,1,4,Viernes,0,0,1,0,0,0,0,0,7.5,38.9,6.8,0
2020-01-24,Bilbao,2020,1,4,Viernes,0,0,1,0,0,0,0,0,6.5,74.6,8.3,0
2020-01-24,Murcia,2020,1,4,Viernes,0,0,1,0,0,0,0,0,8.9,67.4,17.8,0
2020-01-24,Palma,2020,1,4,Viernes,0,0,1,0,0,0,0,0,13.4,56.1,73.5,0
2020-01-24,A Coruna,2020,1,4,Viernes,0,0,1,0,0,0,0,0,13.0,79.5,10.3,0
2020-01-25,Madrid,2020,1,5,Sabado,1,1,1,0,0,0,0,0,8.4,57.2,7.0,0
2020-01-25,Barcelona,2020,1,5,Sabado,1,1,1,0,0,0,0,0,7.9,50.1,37.4,0
2020-01-25,Valencia,2020,1,5,Sabado,1,1,1,0,0,0,0,0,12.0,54.3,24.5,0
2020-01-25,Sevilla,2020,1,5,Sabado,1,1,1,0,0,0,0,0,13.2,71.2,18.5,0
2020-01-25,Malaga,2020,1,5,Sabado,1,1,1,0,0,0,0,0,12.9,55.5,30.6,0
2020-01-25,Zaragoza,2020,1,5,Sabado,1,1,1,0,0,0,0,0,2.7,54.9,0.3,0
2020-01-25,Bilbao,2020,1,5,Sabado,1,1,1,0,0,0,0,0,7.7,79.6,11.2,0
2020-01-25,Murcia,2020,1,5,Sabado,1,1,1,0,0,0,0,0,12.6,46.0,26.3,0
2020-01-25,Palma,2020,1,5,Sabado,1,1,1,0,0,0,0,0,12.5,64.8,51.0,0
2020-01-25,A Coruna,2020,1,5,Sabado,1,1,1,0,0,0,0,0,13.5,72.9,29.2,0
2020-01-26,Madrid,2020,1,6,Domingo,1,1,1,0,0,0,0,0,9.9,71.7,28.1,0
